title,image
Tập 1 – Chương 11: Cây bút thần kỳ,"['https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333112-0.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333112-1.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333112-2.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333112-3.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333112-4.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333112-5.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333112-6.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333112-7.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333112-8.jpg']"
Tập 1 – Chương 12: Ai cầu hôn trước,"['https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333113-0.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333113-1.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333113-2.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333113-3.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333113-4.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333113-5.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333113-6.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333113-7.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333113-8.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333113-9.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333113-10.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333113-11.jpg']"
Tập 1 – Chương 13: Quyển sổ như ý,"['https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333114-0.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333114-1.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333114-2.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333114-3.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333114-4.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333114-5.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333114-6.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333114-7.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333114-8.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333114-9.jpg']"
Tập 1 – Chương 14: Kem chống rét,"['https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333115-0.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333115-1.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333115-2.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333115-3.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333115-4.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333115-5.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333115-6.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333115-7.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333115-8.jpg']"
Tập 1 – Chương 15: Cây đèn thần,"['https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333116-0.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333116-1.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333116-2.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333116-3.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333116-4.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333116-5.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333116-6.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333116-7.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333116-8.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333116-9.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333116-10.jpg']"
Tập 1 – Chương 16: Nghệ thuật đi cà kheo,"['https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333117-0.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333117-1.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333117-2.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333117-3.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333117-4.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333117-5.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333117-6.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333117-7.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333117-8.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333117-9.jpg']"
Tập 2 – Chương 1: Bánh mỳ giúp trí nhớ,"['https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333118-0.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333118-1.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333118-2.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333118-3.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333118-4.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333118-5.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333118-6.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333118-7.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333118-8.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333118-9.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333118-10.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333118-11.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333118-12.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333118-13.jpg']"
Tập 2 – Chương 2: Bạn tri âm,"['https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333119-0.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333119-1.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333119-2.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333119-3.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333119-4.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333119-5.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333119-6.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333119-7.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333119-8.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333119-9.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333119-10.jpg']"
Tập 2 – Chương 3: Thi kể truyện ma,"['https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333120-0.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333120-1.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333120-2.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333120-3.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333120-4.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333120-5.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333120-6.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333120-7.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333120-8.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333120-9.jpg']"
Tập 2 – Chương 4: Giấc mơ làm đại ca,"['https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333121-0.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333121-1.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333121-2.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333121-3.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333121-4.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333121-5.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333121-6.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333121-7.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333121-8.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333121-9.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333121-10.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333121-11.jpg']"
Tập 2 – Chương 5: Ơn nghĩa sinh thành,"['https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333122-0.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333122-1.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333122-2.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333122-3.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333122-4.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333122-5.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333122-6.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333122-7.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333122-8.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333122-9.jpg']"
Tập 2 – Chương 6: Búp bê tự thú,"['https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333123-0.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333123-1.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333123-2.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333123-3.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333123-4.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333123-5.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333123-6.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333123-7.jpg', 'https://file.nhasachmienphi.com/jpg/nhasachmienphi-truyen-tranh-doremon-333123-8.jpg']"
